accession,domain,phylum,class,order,family,genus,species,Amino acid utilization,Aromatics degradation,Arsenic cycling,C1 metabolism,Carbon fixation,Chlorite reduction,Complex carbon degradation,Ethanol fermentation,Fatty acid degradation,Fermentation,Halogenated compound utilization,Hydrogenases,Nitrile hydration,Nitrogen cycling,Oxidative phosphorylation,Perchlorate reduction,Selenate reduction,Sulfur cycling,Thermophilic specific
GCF_000015505.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Polaromonas,Polaromonas naphthalenivorans,0,0,0,3,1,0,0,0,0,2,0,2,0,5,3,0,0,3,0
GCF_000016125.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis_D,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
GCF_000016505.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_B,Clostridium_B kluyveri,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0
GCF_000016745.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Geobacteraceae,Geotalea,Geotalea uraniireducens,0,0,2,0,0,0,0,0,0,1,0,3,0,1,3,0,0,1,0
GCF_000016985.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Natronincolaceae,Alkaliphilus_A,Alkaliphilus_A metalliredigens,0,0,2,0,0,0,0,0,0,1,0,3,0,2,0,0,1,1,0
GCF_000017165.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus vannielii,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
GCF_000017625.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,Methanoregula boonei,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
GCF_000017805.1,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,Roseiflexus castenholzii,0,0,0,0,0,1,0,0,0,2,0,3,0,1,1,0,0,2,0
GCF_000017845.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Crocosphaera,Crocosphaera subtropica,0,0,0,1,1,0,0,0,0,2,0,2,0,0,2,0,0,3,0
GCF_000019785.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Leptothrix,Leptothrix cholodnii,0,0,0,3,1,0,0,0,0,2,0,2,0,5,2,0,0,2,0
GCF_000019845.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia indica,0,0,0,3,0,0,0,0,0,2,0,3,0,2,2,0,0,1,0
GCF_000020025.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc,Nostoc punctiforme,0,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,2,0
GCF_000020365.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulforapulum,Desulforapulum autotrophicum,0,0,1,0,0,0,0,0,0,2,0,4,0,3,2,1,1,3,0
GCF_000020385.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Trichlorobacter,Trichlorobacter lovleyi,0,0,2,0,0,0,0,0,0,1,0,3,0,3,1,1,0,2,0
GCF_000020505.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum_A,0,0,0,0,1,0,0,0,0,2,0,1,0,1,3,0,0,4,0
GCF_000020525.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chloroherpetonaceae,Chloroherpeton,Chloroherpeton thalassium,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,0,0,2,0
GCF_000020625.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris aestuarii,0,0,1,0,1,0,0,0,0,2,0,1,0,1,1,0,0,4,0
GCF_000020725.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Geobacteraceae,Geomonas,Geomonas bemidjiensis,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,0,1,0
GCF_000020985.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio yellowstonii,0,0,1,0,0,0,0,0,0,2,0,3,0,1,1,0,0,4,0
GCF_000021325.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconacetobacter,Gluconacetobacter diazotrophicus,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0
GCF_000021805.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Rippkaea,Rippkaea orientalis,0,0,0,1,1,0,0,0,0,2,0,2,0,0,1,0,0,2,0
GCF_000021825.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Gloeothece,Gloeothece citriformis,0,0,0,1,1,0,0,0,0,2,0,2,0,1,2,0,0,3,0
GCF_000021865.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus_B,0,0,0,2,2,0,0,0,0,2,0,2,0,1,2,0,0,2,0
GCF_000021925.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium hafniense,0,0,2,0,0,0,0,0,0,2,0,3,0,4,1,0,1,2,0
GCF_000021965.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanosphaerulaceae,Methanosphaerula,Methanosphaerula palustris,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0
GCF_000023185.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum_J,0,0,0,1,0,0,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_000023225.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium baculatum,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,0,0,5,0
GCF_000024205.1,Bacteria,Bacillota_B,Desulfotomaculia,Desulfotomaculales,Desulfofarciminaceae,Desulfofarcimen,Desulfofarcimen acetoxidans,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,3,0
GCF_000024625.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus vulcanius,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1
GCF_000025125.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Atelocyanobacterium,Atelocyanobacterium thalassa,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
GCF_000025485.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium,Thermochromatium vinosum,0,0,0,0,1,0,0,0,0,2,0,3,0,2,2,0,0,5,0
GCF_000025525.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp000025525,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
GCF_000025705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxyarcus,Sideroxyarcus lithotrophicus,0,0,0,0,2,0,0,0,0,2,0,2,0,3,2,0,0,4,0
GCF_000026145.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp000026145,0,0,0,3,1,1,0,0,0,2,0,2,1,4,4,0,0,3,0
GCF_000063445.1,Archaea,Halobacteriota,Methanocellia,Methanocellales,Methanocellaceae,Methanocella_A,Methanocella_A arvoryzae,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
GCF_000092045.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium etli,0,0,0,1,0,0,0,0,0,2,0,0,1,4,3,0,0,1,0
GCF_000092205.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,Desulfurivibrio,Desulfurivibrio alkaliphilus,0,0,1,0,0,0,0,0,0,2,0,1,0,1,2,0,0,5,0
GCF_000092245.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter nitrofigilis,0,0,0,1,0,0,0,0,0,1,0,2,0,3,2,0,0,3,0
GCF_000092305.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus_A,Methanocaldococcus_A infernus,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1
GCF_000092405.1,Bacteria,Bacillota_B,Syntrophomonadia,Syntrophomonadales,Syntrophothermaceae,Syntrophothermus,Syntrophothermus lipocalidus,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
GCF_000143685.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_B,Clostridium_B ljungdahlii,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,2,0
GCF_000143985.1,Bacteria,Spirochaetota,Spirochaetia,DSM-16054,Sediminispirochaetaceae,Sediminispirochaeta,Sediminispirochaeta smaragdinae,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0
GCF_000145275.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_K,Clostridium_K cellulovorans,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0
GCF_000145295.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanothermobacteraceae,Methanothermobacter,Methanothermobacter marburgensis,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
GCF_000145615.1,Bacteria,Bacillota_A,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,Thermoanaerobacterium thermosaccharolyticum,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0
GCF_000147075.1,Bacteria,Spirochaetota,Spirochaetia,DSM-6578,DSM-6578,Spirochaeta_A,Spirochaeta_A thermophila_A,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
GCF_000147335.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Gloeothece,Gloeothece verrucosa,0,0,0,2,1,0,0,0,0,2,0,2,0,1,2,0,0,2,0
GCF_000147875.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,Methanolacinia petrolearia,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0
GCF_000152145.1,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Oscillochloris,Oscillochloris trichoides,0,0,0,0,1,0,0,0,0,2,0,2,0,1,3,0,0,1,0
GCF_000166055.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,0,0,0,2,1,0,0,0,0,2,0,2,0,0,2,0,0,2,0
GCF_000166355.1,Bacteria,Bacillota_A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,Caldicellulosiruptor hydrothermalis,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1
GCF_000166775.1,Bacteria,Bacillota_A,Thermoanaerobacteria,Caldicellulosiruptorales,Caldicellulosiruptoraceae,Caldicellulosiruptor,Caldicellulosiruptor kronotskyensis,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
GCF_000167355.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas acetoxidans,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0
GCF_000168715.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium ferrooxidans,0,0,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,2,0
GCF_000169095.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Limnoraphis,Limnoraphis sp000169095,0,0,0,1,1,0,0,0,0,2,0,2,0,1,2,0,0,1,0
GCF_000169335.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae_A,Crocosphaera,Crocosphaera chwakensis,0,0,0,2,1,0,0,0,0,2,0,2,0,0,2,0,0,3,0
GCF_000171235.2,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Geminisphaera,Geminisphaera colitermitum,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0
GCF_000172795.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp000172795,0,0,0,1,0,0,0,0,0,2,0,0,1,4,4,0,0,1,0
GCF_000174415.1,Bacteria,Bacillota_D,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,Dethiobacter alkaliphilus,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,1,0
GCF_000174435.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfonatronovibrionaceae,Desulfonatronospira,Desulfonatronospira thiodismutans,0,0,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,4,0
GCF_000175255.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GCF_000175795.2,Bacteria,Bacillota_A,Clostridia,Acetivibrionales,DSM-27016,Ruminiclostridium,Ruminiclostridium papyrosolvens,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
GCF_000176015.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter_B,Pseudorhodobacter_B sp000176015,0,0,1,2,1,0,0,0,0,1,0,2,0,3,2,0,0,3,0
GCF_000177215.2,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio carbinoliphilus,0,0,0,0,0,0,0,0,0,2,0,4,0,2,2,0,0,3,0
GCF_000177635.2,Bacteria,Chrysiogenota,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum,0,0,2,0,0,0,0,0,0,1,0,2,0,3,2,1,0,1,0
GCF_000177675.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Frankiaceae,Frankia,Frankia sp000177675,0,0,0,2,0,1,0,0,0,2,0,1,0,2,2,0,0,1,0
GCF_000178835.2,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Cellulosilyticaceae,Cellulosilyticum,Cellulosilyticum lentocellum,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
GCF_000179555.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Solidesulfovibrio fructosivorans,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,4,0
GCF_000179575.2,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus_A,Methanothermococcus_A okinawensis,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1
GCF_000179595.2,Bacteria,Bacillota_A,Clostridia,Acetivibrionales,Acetivibrionaceae,Acetivibrio,Acetivibrio cellulolyticus,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,1,1,0
GCF_000183135.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter propionicigenes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
GCF_000183725.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum,Sulfuricurvum kujiense,0,0,0,0,1,0,0,0,0,2,0,1,0,2,2,1,0,2,0
GCF_000185905.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium ciceri,0,0,0,2,1,0,0,0,0,2,0,0,1,3,4,0,0,1,0
GCF_000186885.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus propionicus,0,0,0,0,0,0,0,0,0,2,0,5,0,2,1,0,1,4,0
GCF_000189295.2,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio mercurii,0,0,1,0,0,0,0,0,0,2,0,2,0,2,2,0,0,4,0
GCF_000190375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rubrivivax,Rubrivivax benzoatilyticus,0,0,0,1,1,0,0,0,0,2,0,0,0,3,2,0,0,1,0
GCF_000190635.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Syntrophobotulus,Syntrophobotulus glycolicus,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,1,0
GCF_000190755.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylobacter_A,Methylobacter_A tundripaludum,0,0,0,3,0,0,0,0,0,2,0,3,0,2,2,1,0,3,0
GCF_000191585.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B lacus,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
GCF_000192575.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium nitrogenifigens,0,0,0,4,0,0,0,0,0,2,0,2,0,2,4,0,0,1,0
GCF_000195755.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Nitratidesulfovibrio,Nitratidesulfovibrio vulgaris,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,0,0,3,0
GCF_000196135.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Wolinella,Wolinella succinogenes,0,0,2,0,0,0,0,0,0,1,0,2,0,2,2,0,0,2,0
GCF_000196515.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Trichormus_B,Trichormus_B azollae,0,0,0,1,1,0,0,0,0,2,0,1,0,0,2,0,0,1,0
GCF_000204415.1,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix soehngenii,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
GCF_000213555.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas gadei,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
GCF_000214355.1,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Breznakiellaceae,Leadbettera,Leadbettera azotonutricia,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
GCF_000214415.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,Methanotorris igneus,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1
GCF_000214725.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C paludis,0,0,0,2,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0
GCF_000218875.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas pomaceae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
GCF_000224005.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Marichromatium,Marichromatium purpuratum,0,0,0,0,1,0,0,0,0,2,0,2,0,1,2,0,0,3,0
GCF_000224065.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Imhoffiella,Imhoffiella drewsii,0,0,0,2,2,0,0,0,0,2,0,4,0,2,2,1,0,4,0
GCF_000226255.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Cupidesulfovibrio,Cupidesulfovibrio sp000226255,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,0,0,3,0
GCF_000227745.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium,Chromatium violascens,0,0,0,1,2,0,0,0,0,2,0,3,0,4,2,0,0,4,0
GCF_000228725.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiorhodovibrio,Thiorhodovibrio sp000228725,0,0,0,0,2,0,0,0,0,2,0,2,0,3,2,0,0,5,0
GCF_000230835.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp000230835,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0
GCF_000230995.2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium australicum,0,0,0,3,0,0,0,0,0,1,0,0,1,3,4,0,0,1,0
GCF_000231385.2,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus meridiei,0,0,0,0,0,0,0,0,0,2,0,5,0,3,1,0,1,3,0
GCF_000235585.1,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus terrae_B,0,0,0,0,0,1,0,0,0,2,0,1,0,2,4,1,0,1,0
GCF_000235605.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus orientis,0,0,1,0,0,0,0,0,0,2,0,5,0,0,1,0,1,5,0
GCF_000237085.1,Bacteria,Bacillota_A,Clostridia,Acetivibrionales,Acetivibrionaceae,Acetivibrio,Acetivibrio clariflavus,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0
GCF_000243455.1,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,Methanotorris formicicus,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1
GCF_000244895.1,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus youngiae,0,0,2,0,0,0,0,0,0,2,0,4,0,3,1,0,1,3,0
GCF_000245015.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoa,Beggiatoa alba,0,0,0,2,1,0,0,0,0,2,0,1,0,3,2,0,0,3,0
GCF_000247605.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,2,0
GCF_000251105.1,Archaea,Halobacteriota,Methanocellia,Methanocellales,Methanocellaceae,Methanocella,Methanocella conradii,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
GCF_000253295.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium_B,Hyphomicrobium_B sp000253295,0,0,0,3,0,0,0,0,0,1,0,2,0,3,4,0,0,2,0
GCF_000255115.2,Bacteria,Bacillota_B,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus,Desulfosporosinus acidiphilus,0,0,1,0,0,0,0,0,0,2,0,3,0,1,1,0,1,5,0
GCF_000260135.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,0,0,1,3,2,0,0,0,0,2,0,3,0,3,3,0,0,6,0
GCF_000261685.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sp000261685,0,0,0,2,1,1,0,0,0,2,0,1,1,4,4,0,0,3,0
GCF_000265205.3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii_B,0,0,0,3,1,0,0,0,0,2,0,0,1,5,4,0,0,1,0
GCF_000265295.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Sulfurospirillum barnesii,0,0,2,0,0,0,0,0,0,2,0,2,0,2,2,0,0,2,0
GCF_000266945.1,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Desulfomonile tiedjei,0,0,1,1,0,0,0,0,0,2,0,2,0,3,2,1,1,4,0
GCF_000271665.2,Bacteria,Bacillota_C,Negativicutes,Propionisporales,DSM-13327,Pelosinus,Pelosinus fermentans_A,0,0,0,0,0,0,0,0,0,1,0,4,0,3,1,1,1,2,0
GCF_000271845.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum_G,0,0,0,1,0,0,0,0,0,2,0,0,1,2,4,0,0,1,0
GCF_000272475.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp000272475,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,0,0,1,0
GCF_000275865.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanofollaceae,Methanofollis,Methanofollis liminatans,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0
GCF_000280495.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia radicincitans,0,0,0,1,0,0,0,0,0,2,0,2,1,2,2,0,0,0,0
GCF_000283235.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis parvus,0,0,0,3,0,0,0,0,0,2,0,2,0,2,3,0,0,2,0
GCF_000284255.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rubrivivax,Rubrivivax gelatinosus_A,0,0,0,2,1,0,0,0,0,2,0,2,0,3,3,0,0,1,0
GCF_000284315.1,Bacteria,Nitrospirota_A,Leptospirillia,Leptospirillales,Leptospirillaceae,Leptospirillum,Leptospirillum ferrooxidans,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,3,0
GCF_000284375.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium japonicum,0,0,0,3,1,1,0,0,0,2,0,1,1,4,4,0,0,2,0
